Name of the table	ORPHA number	Disease label	MIM code
PatRef	248	Autosomal recessive hypohidrotic ectodermal dysplasia	224900
PatRef	1810	Autosomal dominant hypohidrotic ectodermal dysplasia	129490
PatRef	2032	Idiopathic pulmonary fibrosis	178500
PatRef	3348	Tracheobronchopathia osteochondroplastica	189961
PatRef	198	Occipital horn syndrome	304150
PatRef	891	Familial exudative vitreoretinopathy	133780
PatRef	891	Familial exudative vitreoretinopathy	305390
PatRef	891	Familial exudative vitreoretinopathy	601813
PatRef	891	Familial exudative vitreoretinopathy	605750
PatRef	891	Familial exudative vitreoretinopathy	613310
PatRef	225	Maternally inherited diabetes and deafness	520000
PatRef	806	Scott syndrome	262890
PatRef	130	Brugada syndrome	601144
PatRef	130	Brugada syndrome	611777
PatRef	130	Brugada syndrome	611875
PatRef	130	Brugada syndrome	611876
PatRef	130	Brugada syndrome	612838
PatRef	130	Brugada syndrome	613119
PatRef	130	Brugada syndrome	613120
PatRef	130	Brugada syndrome	613123
PatRef	277	Severe combined immunodeficiency due to adenosine deaminase deficiency	102700
PatRef	413	Hyperlipoproteinemia type 4	144600
PatRef	413	Hyperlipoproteinemia type 4	145750
PatRef	3008	Pyruvate carboxylase deficiency	266150
PatRef	552	MODY syndrome	125850
PatRef	552	MODY syndrome	125851
PatRef	552	MODY syndrome	137920
PatRef	552	MODY syndrome	600496
PatRef	552	MODY syndrome	606391
PatRef	552	MODY syndrome	606392
PatRef	552	MODY syndrome	606394
PatRef	552	MODY syndrome	609812
PatRef	552	MODY syndrome	610508
PatRef	552	MODY syndrome	612225
PatRef	552	MODY syndrome	613370
PatRef	552	MODY syndrome	613375
PatRef	298	Myoneurogastrointestinal encephalopathy syndrome	603041
PatRef	302	Epidermodysplasia verruciformis	226400
PatRef	302	Epidermodysplasia verruciformis	305350
PatRef	224	Neonatal diabetes mellitus	125853
PatRef	224	Neonatal diabetes mellitus	600089
PatRef	224	Neonatal diabetes mellitus	601410
PatRef	224	Neonatal diabetes mellitus	606176
PatRef	224	Neonatal diabetes mellitus	609069
PatRef	224	Neonatal diabetes mellitus	610374
PatRef	224	Neonatal diabetes mellitus	610582
PatRef	450	Heterotaxia	208530
PatRef	450	Heterotaxia	270100
PatRef	450	Heterotaxia	306955
PatRef	450	Heterotaxia	601086
PatRef	450	Heterotaxia	605376
PatRef	450	Heterotaxia	606325
PatRef	520	Acute promyelocytic leukemia	612376
PatRef	517	Acute myelomonocytic leukemia	602439
PatRef	514	Acute monoblastic leukemia	159555
PatRef	318	Acute erythroid leukemia	133180
PatRef	898	Wagner disease	143200
PatRef	123	Björnstad syndrome	262000
PatRef	345	Dissecting cellulitis of the scalp	260910
PatRef	168	Loose anagen syndrome	600628
PatRef	169	Ringed hair disease	180600
PatRef	170	Woolly hair	194300
PatRef	170	Woolly hair	278150
PatRef	444	Marie Unna congenital hypotrichosis	146550
PatRef	444	Marie Unna congenital hypotrichosis	612841
PatRef	573	Monilethrix	158000
PatRef	700	Alopecia totalis	300042
PatRef	247	Arrhythmogenic right ventricular dysplasia	107970
PatRef	247	Arrhythmogenic right ventricular dysplasia	600996
PatRef	247	Arrhythmogenic right ventricular dysplasia	602086
PatRef	247	Arrhythmogenic right ventricular dysplasia	602087
PatRef	247	Arrhythmogenic right ventricular dysplasia	604400
PatRef	247	Arrhythmogenic right ventricular dysplasia	604401
PatRef	247	Arrhythmogenic right ventricular dysplasia	607450
PatRef	247	Arrhythmogenic right ventricular dysplasia	609040
PatRef	247	Arrhythmogenic right ventricular dysplasia	609160
PatRef	247	Arrhythmogenic right ventricular dysplasia	610193
PatRef	247	Arrhythmogenic right ventricular dysplasia	610476
PatRef	247	Arrhythmogenic right ventricular dysplasia	611528
PatRef	334	Familial atrial fibrillation	163800
PatRef	334	Familial atrial fibrillation	607554
PatRef	334	Familial atrial fibrillation	608583
PatRef	334	Familial atrial fibrillation	608988
PatRef	334	Familial atrial fibrillation	611493
PatRef	334	Familial atrial fibrillation	611494
PatRef	334	Familial atrial fibrillation	612201
PatRef	334	Familial atrial fibrillation	612240
PatRef	334	Familial atrial fibrillation	613055
PatRef	615	Familial atrial myxoma	255960
PatRef	1330	Partial atrioventricular canal	600309
PatRef	1330	Partial atrioventricular canal	606217
PatRef	2452	Vascular malposition	610338
PatRef	779	Reynolds syndrome	613471
PatRef	889	Cutaneous leukocytoclastic angiitis	609817
PatRef	658	Angioedema	106100
PatRef	658	Angioedema	610618
PatRef	435	Ito hypomelanosis	300337
PatRef	2908	Poikiloderma of Kindler	173650
PatRef	303	Dystrophic epidermolysis bullosa	131705
PatRef	303	Dystrophic epidermolysis bullosa	131750
PatRef	303	Dystrophic epidermolysis bullosa	131800
PatRef	303	Dystrophic epidermolysis bullosa	131850
PatRef	303	Dystrophic epidermolysis bullosa	132000
PatRef	303	Dystrophic epidermolysis bullosa	226500
PatRef	303	Dystrophic epidermolysis bullosa	226600
PatRef	303	Dystrophic epidermolysis bullosa	604129
PatRef	38	Acrokeratoelastoidosis of Costa	101850
PatRef	41	Acropigmentation of Dohi	127400
PatRef	122	Birt-Hogg-Dube syndrome	135150
PatRef	211	Familial cylindromatosis	132700
PatRef	241	Dyschromatosis universalis	127500
PatRef	241	Dyschromatosis universalis	612715
PatRef	316	Progressive symmetric erythrokeratodermia	602036
PatRef	384	Palmoplantar keratoderma - sclerodactyly	181600
PatRef	496	Thost-Unna palmoplantar keratoderma	600962
PatRef	409	Hyperkeratosis lenticularis perstans	144150
PatRef	409	Hyperkeratosis lenticularis perstans	149500
PatRef	458	Ichthyosis hystrix	146600
PatRef	462	Autosomal dominant ichthyosis vulgaris	146700
PatRef	523	Familial leiomyomatosis	150700
PatRef	523	Familial leiomyomatosis	150800
PatRef	523	Familial leiomyomatosis	605839
PatRef	530	Lipoid proteinosis	247100
PatRef	735	Porokeratosis of Mibelli	175800
PatRef	737	Porokeratosis plantaris palmaris and disseminata	175850
PatRef	841	Sebocystomatosis	184500
PatRef	817	Skin peeling syndrome	270300
PatRef	817	Skin peeling syndrome	609796
PatRef	867	Familial multiple trichoepithelioma	601606
PatRef	867	Familial multiple trichoepithelioma	612099
PatRef	679	Malignant atrophic papulosis	602248
PatRef	625	Atypical mole	155600
PatRef	873	Desmoid disease	135290
PatRef	432	Normosmic congenital hypogonadotropic hypogonadism	146110
PatRef	432	Normosmic congenital hypogonadotropic hypogonadism	227200
PatRef	432	Normosmic congenital hypogonadotropic hypogonadism	228300
PatRef	91	Aromatase deficiency	107910
PatRef	785	Estrogen resistance syndrome	133430
PatRef	786	Glucocorticoid resistance	138040
PatRef	759	Central precocious puberty	176400
PatRef	143	Parathyroid carcinoma	608266
PatRef	467	Nonacquired combined pituitary hormone deficiency	262600
PatRef	467	Nonacquired combined pituitary hormone deficiency	312000
PatRef	73	Gorham-Stout disease	123880
PatRef	877	Endocrine tumor	114900
PatRef	877	Endocrine tumor	162240
PatRef	877	Endocrine tumor	171420
PatRef	877	Endocrine tumor	600010
PatRef	877	Endocrine tumor	603641
PatRef	1332	Medullary thyroid carcinoma	155240
PatRef	852	X-linked thrombocytopenia	313900
PatRef	852	X-linked thrombocytopenia	314050
PatRef	465	Congenital plasminogen activator inhibitor type 1 deficiency	613329
PatRef	853	Fetal and neonatal alloimmune thrombocytopenia	173470
PatRef	483	Congenital high-molecular-weight kininogen deficiency	228960
PatRef	722	Hypoplasminogenemia	217090
PatRef	749	Congenital prekallikrein deficiency	612423
PatRef	721	Gray platelet syndrome	139090
PatRef	119	Autosomal recessive limb-girdle muscular dystrophy type 2E	604286
PatRef	353	Autosomal recessive limb-girdle muscular dystrophy type 2C	253700
PatRef	219	Autosomal recessive limb-girdle muscular dystrophy type 2F	601287
PatRef	266	Autosomal dominant limb-girdle muscular dystrophy type 1A	159000
PatRef	264	Autosomal dominant limb-girdle muscular dystrophy type 1B	159001
PatRef	268	Autosomal recessive limb-girdle muscular dystrophy type 2B	253601
PatRef	265	Autosomal dominant limb-girdle muscular dystrophy type 1C	607801
PatRef	272	Muscular dystrophy, Fukuyama type	253800
PatRef	899	Walker-Warburg syndrome	236670
PatRef	899	Walker-Warburg syndrome	613152
PatRef	588	Muscle eye brain disease	253280
PatRef	603	Distal myopathy, Welander type	604454
PatRef	602	Distal myopathy, Nonaka type	600737
PatRef	602	Distal myopathy, Nonaka type	605820
PatRef	609	Tibial muscular dystrophy	600334
PatRef	600	Distal myopathy with vocal cord weakness	606070
PatRef	590	Congenital myasthenic syndromes	254190
PatRef	590	Congenital myasthenic syndromes	254210
PatRef	590	Congenital myasthenic syndromes	254300
PatRef	590	Congenital myasthenic syndromes	601462
PatRef	590	Congenital myasthenic syndromes	603034
PatRef	590	Congenital myasthenic syndromes	605809
PatRef	590	Congenital myasthenic syndromes	608930
PatRef	590	Congenital myasthenic syndromes	608931
PatRef	404	Familial hyperaldosteronism type 2	605635
PatRef	320	Apparent mineralocorticoid excess	207765
PatRef	320	Apparent mineralocorticoid excess	218030
PatRef	230	Dopamine beta-hydroxylase deficiency	223360
PatRef	102	Multiple system atrophy	146500
PatRef	824	Myelofibrosis with myeloid metaplasia	254450
PatRef	748	Mendelian susceptibility to atypical mycobacteria	209950
PatRef	748	Mendelian susceptibility to atypical mycobacteria	300636
PatRef	748	Mendelian susceptibility to atypical mycobacteria	300645
PatRef	729	Polycythemia vera	263300
PatRef	162	Cataract-glaucoma	602669
PatRef	545	Follicular lymphoma	613024
PatRef	88	Idiopathic aplastic anemia	609135
PatRef	807	Sebastian syndrome	605249
PatRef	25968	Benign occipital epilepsy	132090
PatRef	25980	X-linked myopathy with excessive autophagy	310440
PatRef	26106	Familial gastric cancer	137215
PatRef	26349	Protein S acquired deficiency	612336
PatRef	26791	Multiple FAD dehydrogenase deficiency	231675
PatRef	26791	Multiple FAD dehydrogenase deficiency	231680
PatRef	26792	Deficiency of short chain acyl-CoA dehydrogenase	201470
PatRef	26793	Very long chain acyl-CoA dehydrogenase deficiency	201475
PatRef	26823	Pigment-dispersion syndrome	600510
PatRef	28378	Tyrosinemia type 2	276600
PatRef	28455	Pancreatic beta cell agenesis with neonatal diabetes mellitus	600089
PatRef	29072	Hereditary pheochromocytoma-paraganglioma syndrome	115310
PatRef	29072	Hereditary pheochromocytoma-paraganglioma syndrome	168000
PatRef	29072	Hereditary pheochromocytoma-paraganglioma syndrome	601650
PatRef	29072	Hereditary pheochromocytoma-paraganglioma syndrome	605373
PatRef	29073	Multiple myeloma	254500
PatRef	30391	Biliary atresia	210500
PatRef	30924	Hypomagnesemia caused by selective magnesium malabsorption	602014
PatRef	30925	Non-acquired central diabetes insipidus	125700
PatRef	31043	Familial hypomagnesemia with hypercalciuria and nephrocalcinosis	248250
PatRef	31112	Dermatofibrosarcoma protuberans	607907
PatRef	31150	Tangier disease	205400
PatRef	31153	Hypoalphalipoproteinemia	604091
PatRef	31709	ICCA syndrome	602066
PatRef	31837	Pulmonary venoocclusive disease	265450
PatRef	32960	TRAPS syndrome	142680
PatRef	33001	Lymphedema - distichiasis	153400
PatRef	33067	Metaphyseal chondrodysplasia, Jansen type	156400
PatRef	33069	Dravet syndrome	607208
PatRef	33108	Lethal multiple pterygium syndrome	253290
PatRef	33108	Lethal multiple pterygium syndrome	312150
PatRef	33108	Lethal multiple pterygium syndrome	605203
PatRef	33110	Autosomal agammaglobulinemia	601495
PatRef	33226	Waldenström macroglobulinemia	153600
PatRef	33226	Waldenström macroglobulinemia	610430
PatRef	33271	Non-alcoholic steatohepatitis	228100
PatRef	33276	Kaposi's sarcoma	148000
PatRef	33355	Reticular dysgenesis	267500
PatRef	33402	Hepatocellular carcinoma, childhood-onset	114500
PatRef	33409	Lichen sclerosus	151590
PatRef	33445	Elejalde disease	256710
PatRef	33540	Familial Parkinson's disease dementia	260540
PatRef	33543	Kleine-Levin syndrome	148840
PatRef	33572	5-oxoprolinase deficiency	260005
PatRef	33573	Gamma-glutamyl transpeptidase deficiency	231950
PatRef	33574	Gamma-glutamylcysteine synthetase deficiency	230450
PatRef	34145	Berger disease	161950
PatRef	34149	Autosomal dominant medullary cystic kidney disease with or without hyperuricemia	174000
PatRef	34149	Autosomal dominant medullary cystic kidney disease with or without hyperuricemia	603860
PatRef	34149	Autosomal dominant medullary cystic kidney disease with or without hyperuricemia	609886
PatRef	34217	Naxos disease	601214
PatRef	34514	Autosomal recessive limb-girdle muscular dystrophy type 2G	601954
PatRef	34515	Autosomal recessive limb-girdle muscular dystrophy type 2I	606596
PatRef	34515	Autosomal recessive limb-girdle muscular dystrophy type 2I	607155
PatRef	34516	Autosomal dominant limb-girdle muscular dystrophy type 1D	603511
PatRef	34517	Autosomal dominant limb-girdle muscular dystrophy type 1E	602067
PatRef	34520	Congenital muscular dystrophy with integrin deficiency	613204
PatRef	34521	Distal myopathy with early respiratory muscle involvement	607569
PatRef	34527	Hypomagnesemia with normocalciuria	611718
PatRef	34528	Isolated dominant hypomagnesemia	154020
PatRef	34533	Corneal dystrophy	121700
PatRef	34533	Corneal dystrophy	121800
PatRef	34533	Corneal dystrophy	121820
PatRef	34533	Corneal dystrophy	121850
PatRef	34533	Corneal dystrophy	121900
PatRef	34533	Corneal dystrophy	122000
PatRef	34533	Corneal dystrophy	122100
PatRef	34533	Corneal dystrophy	122200
PatRef	34533	Corneal dystrophy	136800
PatRef	34533	Corneal dystrophy	204870
PatRef	34533	Corneal dystrophy	217500
PatRef	34533	Corneal dystrophy	217520
PatRef	34533	Corneal dystrophy	217600
PatRef	34533	Corneal dystrophy	217700
PatRef	34533	Corneal dystrophy	217800
PatRef	34533	Corneal dystrophy	602082
PatRef	34533	Corneal dystrophy	607541
PatRef	34533	Corneal dystrophy	608470
PatRef	34533	Corneal dystrophy	608471
PatRef	34533	Corneal dystrophy	609140
PatRef	34533	Corneal dystrophy	609141
PatRef	34533	Corneal dystrophy	610048
PatRef	34533	Corneal dystrophy	610158
PatRef	34587	Glycogen storage disease due to LAMP-2 deficiency	300257
PatRef	34592	Immunodeficiency by defective expression of HLA class 1	604571
PatRef	35056	Trimethylaminuria	602079
PatRef	35069	Infantile neuroaxonal dystrophy	256600
PatRef	35069	Infantile neuroaxonal dystrophy	610217
PatRef	35078	Severe combined immunodeficiency T- B+ due to JAK3 deficiency	600802
PatRef	35093	Isolated scaphocephaly	123100
PatRef	35107	Desmosterolosis	602398
PatRef	35120	Anemia due to pyrimidine 5' nucleotidase deficiency	266120
PatRef	35121	Acid phosphatase deficiency	200950
PatRef	35122	Congenital sucrase-isomaltase deficiency	222900
PatRef	35123	Short chain 3-hydroxyacyl-CoA dehydrogenase deficiency	300256
PatRef	35123	Short chain 3-hydroxyacyl-CoA dehydrogenase deficiency	300438
PatRef	35173	X-linked dominant chondrodysplasia punctata	302960
PatRef	35612	Nanophthalmia	600165
PatRef	35612	Nanophthalmia	609549
PatRef	35656	Coenzyme Q 10 deficiency	607426
PatRef	35656	Coenzyme Q 10 deficiency	608158
PatRef	35664	Progressive neurodegeneration - joint laxity - cataract	138250
PatRef	35689	Primary lateral sclerosis	606353
PatRef	35698	Mitochondrial DNA depletion syndrome	251880
PatRef	35698	Mitochondrial DNA depletion syndrome	256810
PatRef	35698	Mitochondrial DNA depletion syndrome	609560
PatRef	35701	3-hydroxy 3-methylglutaryl-CoA synthase deficiency	605911
PatRef	35704	Arginine:glycine amidinotransferase deficiency	612718
PatRef	35705	Neurometabolic disorder due to serine deficiency	172480
PatRef	35705	Neurometabolic disorder due to serine deficiency	610992
PatRef	35706	Glutaryl-CoA oxidase deficiency	231690
PatRef	35708	Aromatic L-aminoacid decarboxylase deficiency	608643
PatRef	35710	Glucose-galactose malabsorption	606824
PatRef	35807	Ovarian germ cell malignant tumor	603737
PatRef	35858	Gräsbeck-Imerslund disease	261100
PatRef	35858	Gräsbeck-Imerslund disease	602997
PatRef	35878	Hyperinsulinism-hyperammonemia syndrome	606762
PatRef	35909	Combined deficiency of factor V and factor VIII	227300
PatRef	35981	Polymicrogyria	300388
PatRef	35981	Polymicrogyria	606854
PatRef	35981	Polymicrogyria	610031
PatRef	35981	Polymicrogyria	612691
PatRef	36204	Intestinal lymphangiectasia	152800
PatRef	36258	Buerger's disease	211480
PatRef	36355	P2Y12 deficiency	609821
PatRef	36367	Distal monosomy 1q	612337
PatRef	36383	Familial vascular leukoencephalopathy	607595
PatRef	36385	Fronto-temporal dementia and parkinsonism linked to chromosome 17	600274
PatRef	36386	Hereditary sensory and autonomic neuropathy type 1	162400
PatRef	36387	Generalized epilepsy with febrile seizures-plus context	604233
PatRef	36387	Generalized epilepsy with febrile seizures-plus context	609800
PatRef	36387	Generalized epilepsy with febrile seizures-plus context	612279
PatRef	36397	Adiposis dolorosa	103200
PatRef	36426	Stevens-Johnson syndrome	608579
PatRef	36899	Myoclonic dystonia	159900
PatRef	37042	X-linked immune dysregulation - polyendocrinopathy - enteropathy	304790
PatRef	37553	Cardiodysrythmic potassium-sensitive periodic paralysis	170390
PatRef	37612	Episodic ataxia type 1	160120
PatRef	38874	Dihydropyrimidinuria	222748
PatRef	39041	Omenn syndrome	603554
PatRef	39044	Uveal melanoma	155700
PatRef	39044	Uveal melanoma	155720
PatRef	39044	Uveal melanoma	606660
PatRef	39044	Uveal melanoma	606661
PatRef	40050	Adult psoriatic arthritis	602723
PatRef	40050	Adult psoriatic arthritis	607507
PatRef	41751	Bietti's crystalline dystrophy	210370
PatRef	42062	Iminoglycinuria	242600
PatRef	42665	Tietz syndrome	103500
PatRef	42775	PHACE syndrome	606519
PatRef	43115	Aconitase deficiency	255125
PatRef	44890	Gastrointestinal stromal tumor	606764
PatRef	45358	Congenital fibrosis of extraocular muscles	135700
PatRef	45358	Congenital fibrosis of extraocular muscles	600638
PatRef	45358	Congenital fibrosis of extraocular muscles	602078
PatRef	45358	Congenital fibrosis of extraocular muscles	609384
PatRef	45358	Congenital fibrosis of extraocular muscles	609428
PatRef	45358	Congenital fibrosis of extraocular muscles	609612
PatRef	45360	Meniere disease	156000
PatRef	45448	Miyoshi myopathy	254130
PatRef	45448	Miyoshi myopathy	613318
PatRef	45448	Miyoshi myopathy	613319
PatRef	46059	Lathosterolosis	607330
PatRef	46348	Paroxysmal extreme pain disorder	167400
PatRef	46484	Oligodendroglioma	137800
PatRef	46484	Oligodendroglioma	613028
PatRef	46486	Cicatricial pemphigoid	164185
PatRef	46532	Hereditary persistence of fetal hemoglobin	141749
PatRef	46532	Hereditary persistence of fetal hemoglobin	142335
PatRef	46532	Hereditary persistence of fetal hemoglobin	142470
PatRef	46532	Hereditary persistence of fetal hemoglobin	305435
PatRef	46627	Char syndrome	169100
PatRef	46658	Primordial short stature - microdontia - opalescent and rootless teeth	607561
PatRef	46724	Cerebral arteriovenous fistula	108010
PatRef	47044	Familial papillary renal cell carcinoma	605074
PatRef	47045	Familial cold urticaria	120100
PatRef	47045	Familial cold urticaria	611762
PatRef	47159	Familial pure proximal renal tubular acidosis	179830
PatRef	47612	Felty syndrome	134750
PatRef	48431	Congenital cataracts - facial dysmorphism - neuropathy	604168
PatRef	48652	Monosomy 22q13	606232
PatRef	48818	Aceruloplasminemia	604290
PatRef	48918	Focal myositis	160750
PatRef	49041	Retroperitoneal fibrosis	228800
PatRef	49042	Dentinogenesis imperfecta	125490
PatRef	49042	Dentinogenesis imperfecta	125500
PatRef	49382	Achromatopsia	139340
PatRef	49382	Achromatopsia	216900
PatRef	49382	Achromatopsia	262300
PatRef	49382	Achromatopsia	304020
PatRef	49382	Achromatopsia	613093
PatRef	49804	Amyloid lichen	105250
PatRef	49827	Thiamine-responsive megaloblastic anemia with diabetes mellitus and sensorineural deafness	249270
PatRef	50251	Mesothelioma	156240
PatRef	50809	Talo-patello-scaphoid osteolysis	609655
PatRef	50811	Lipodystrophy - intellectual deficit - deafness	608154
PatRef	50814	Craniolenticulosutural dysplasia	607812
PatRef	50815	Branchiogenic deafness syndrome	609166
PatRef	50816	Spondylometaphyseal dysplasia with combined immunodeficiency	607944
PatRef	50838	Carpal tunnel syndrome	115430
PatRef	50942	Keratosis palmoplantaris striata	148700
PatRef	50942	Keratosis palmoplantaris striata	607654
PatRef	50942	Keratosis palmoplantaris striata	612908
PatRef	50943	Keratolytic winter erythema	148370
PatRef	50944	Schopf-Schulz-Passarge syndrome	224750
PatRef	50945	Chondrodysplasia, Blomstrand type	215045
PatRef	51013	Melanoma-pancreatic cancer syndrome	606719
PatRef	51083	Familial short QT syndrome	609620
PatRef	51083	Familial short QT syndrome	609621
PatRef	51083	Familial short QT syndrome	609622
PatRef	51188	Ethylmalonic encephalopathy	602473
PatRef	51188	Ethylmalonic encephalopathy	608451
PatRef	51208	Formiminoglutamic aciduria	229100
PatRef	51608	Generalized arterial calcification of infancy	208000
PatRef	51636	WHIM syndrome	193670
PatRef	52022	Potocki-Shaffer syndrome	601224
PatRef	52047	Braddock syndrome	608406
PatRef	52054	Craniosynostosis - intracranial calcifications	608432
PatRef	52055	Agenesis of the corpus callosum - intellectual deficit - coloboma - micrognathia	300472
PatRef	52056	Ulnar/fibula ray defect - brachydactyly	608571
PatRef	52183	Premature chromosome condensation with microcephaly and intellectual deficit	606858
PatRef	52368	Mohr-Tranebjaerg syndrome	304700
PatRef	52427	Retinitis punctata albescens	136880
PatRef	52428	Congenital muscular dystrophy type 1C	606612
PatRef	52429	Branchio-otic syndrome	120502
PatRef	52429	Branchio-otic syndrome	602588
PatRef	52429	Branchio-otic syndrome	608389
PatRef	52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	167320
PatRef	52503	X-linked creatine transporter deficiency	300352
PatRef	52530	Pseudo-Von Willebrand disease	177820
PatRef	52901	Isolated follicle stimulating hormone deficiency	229070
PatRef	53035	Caroli disease	600643
PatRef	53271	Muenke syndrome	602849
PatRef	53296	Familial cutaneous collagenoma	115250
PatRef	53347	Brody myopathy	601003
PatRef	53351	X-linked dystonia-parkinsonism	314250
PatRef	53372	Hereditary geniospasm	190100
PatRef	53540	Goldmann-Favre syndrome	268100
PatRef	53583	Episodic choreoathetosis/spasticity	601042
PatRef	53689	Congenital chloride diarrhea	214700
PatRef	53690	Congenital lactase deficiency	223000
PatRef	53691	Congenital cornea plana	121400
PatRef	53691	Congenital cornea plana	217300
PatRef	53693	GRACILE syndrome	603358
PatRef	53693	GRACILE syndrome	603647
PatRef	53696	Lethal arthrogryposis - anterior horn cell disease	611890
PatRef	53697	Gnathodiaphyseal dysplasia	166260
PatRef	53697	Gnathodiaphyseal dysplasia	608662
PatRef	53698	Hyaline body myopathy	255160
PatRef	53698	Hyaline body myopathy	608358
PatRef	53715	Tumoral calcinosis	211900
PatRef	53715	Tumoral calcinosis	610455
PatRef	54260	Left ventricular noncompaction	300183
PatRef	54260	Left ventricular noncompaction	604169
PatRef	54260	Left ventricular noncompaction	609470
PatRef	54370	Membranoproliferative glomerulonephritis	305800
PatRef	55595	Autosomal dominant limb-girdle muscular dystrophy type 1F	608423
PatRef	55596	Autosomal dominant limb-girdle muscular dystrophy type 1G	609115
PatRef	55654	Hypotrichosis simplex	604379
PatRef	55654	Hypotrichosis simplex	605389
PatRef	55654	Hypotrichosis simplex	607903
PatRef	55654	Hypotrichosis simplex	611452
PatRef	55880	Chondrosarcoma	215300
PatRef	55881	Adamantinoma	102660
PatRef	56304	Atelosteogenesis type II	256050
PatRef	56305	Atelosteogenesis type III	108721
PatRef	56965	Progressive bulbar paralysis of childhood	211500
PatRef	59135	Laing distal myopathy	160500
PatRef	59181	Sorsby's fundus dystrophy	136900
PatRef	59298	Schilder disease	272100
PatRef	59303	Neonatal ichthyosis - sclerosing cholangitis	607626
PatRef	59306	McLeod neuroacanthocytosis syndrome	314850
PatRef	60015	Parietal foramina	168500
PatRef	60015	Parietal foramina	609566
PatRef	60015	Parietal foramina	609597
PatRef	60025	Pulmonary alveolar microlithiasis	265100
PatRef	60026	Pulmonary nodular lymphoid hyperplasia	178610
PatRef	60030	Aortic aneurysm syndrome, Loeys-Dietz type	608967
PatRef	60030	Aortic aneurysm syndrome, Loeys-Dietz type	609192
PatRef	60030	Aortic aneurysm syndrome, Loeys-Dietz type	610168
PatRef	60030	Aortic aneurysm syndrome, Loeys-Dietz type	610380
PatRef	60033	Idiopathic bronchiectasis	211400
PatRef	60040	Macrocephaly - capillary malformation	602501
PatRef	60041	Congenital heart block	234700
PatRef	63269	Antley-Bixler-like syndrome - ambiguous genitalia - disordered steroidogenesis	201750
PatRef	63440	Isolated oxycephaly	123100
PatRef	63442	Angel-shaped phalango-epiphyseal dysplasia	105835
PatRef	63446	Acrocapitofemoral dysplasia	607778
PatRef	63454	Patterned dystrophy of the retinal pigment epithelium	169150
PatRef	63454	Patterned dystrophy of the retinal pigment epithelium	179840
PatRef	63454	Patterned dystrophy of the retinal pigment epithelium	608161
PatRef	63874	Primary pulmonary hemosiderosis	178550
PatRef	64280	Childhood absence epilepsy	600131
PatRef	64280	Childhood absence epilepsy	607681
PatRef	64280	Childhood absence epilepsy	607682
PatRef	64280	Childhood absence epilepsy	611136
PatRef	64738	Non rare thrombophilia	188050
PatRef	64738	Non rare thrombophilia	188055
PatRef	64739	Ovarian hyperstimulation syndrome	608115
PatRef	64742	Pleuro-pulmonary blastoma	601200
PatRef	64745	Pruritic urticarial papules and plaques of pregnancy	178995
PatRef	64748	Dejerine-Sottas syndrome	145900
PatRef	64751	Hereditary motor and sensory neuropathy type 5	600361
PatRef	64752	Hereditary sensory and autonomic neuropathy type 5	608654
PatRef	64753	Spinocerebellar ataxia with axonal neuropathy type 2	606002
PatRef	64755	Becker nevus syndrome	604919
PatRef	65282	Woolly hair - palmoplantar keratoderma - dilated cardiomyopathy	605676
PatRef	65283	Timothy syndrome	601005
PatRef	65284	Biotin-responsive basal ganglia disease	607483
PatRef	65285	Lhermitte-Duclos disease	158350
PatRef	65286	Distal monosomy 3q	609425
PatRef	65287	Beta-ureidopropionase deficiency	613161
PatRef	65288	Permanent neonatal diabetes mellitus - pancreatic and cerebellar agenesis	609069
PatRef	65682	Benign recurrent intrahepatic cholestasis	243300
PatRef	65682	Benign recurrent intrahepatic cholestasis	605479
PatRef	65683	Focal cortical dysplasia	607341
PatRef	65684	Monomelic amyotrophy	602440
PatRef	65720	Arthrogryposis - severe scoliosis	609128
PatRef	65743	Autosomal dominant multiple pterygium syndrome	178110
PatRef	65748	Multiple keratoacanthoma, Ferguson-Smith type	132800
PatRef	65759	Carpenter syndrome	201000
PatRef	65798	Goodman syndrome	201020
PatRef	66625	Cerebro-oculo-nasal syndrome	605627
PatRef	66628	Obesity due to congenital leptin deficiency	601007
PatRef	66629	Goldberg-Shprintzen megacolon syndrome	609460
PatRef	66630	Congenital pseudoarthrosis of clavicle	118980
PatRef	66631	CEDNIK syndrome	609528
PatRef	66634	Dilated cardiomyopathy with ataxia	610198
PatRef	66637	Diaphanospondylodysostosis	608022
PatRef	67036	Autosomal dominant optic atrophy and cataract	165300
PatRef	67037	Squamous cell carcinoma of head and neck	275355
PatRef	67038	Chronic B-cell lymphocytic leukemia	109543
PatRef	67038	Chronic B-cell lymphocytic leukemia	151400
PatRef	67038	Chronic B-cell lymphocytic leukemia	609630
PatRef	67038	Chronic B-cell lymphocytic leukemia	612557
PatRef	67038	Chronic B-cell lymphocytic leukemia	612558
PatRef	67038	Chronic B-cell lymphocytic leukemia	612559
PatRef	67041	Hyaluronidase deficiency	601492
PatRef	67042	Late-onset retinal degeneration	605670
PatRef	67044	Dyserythropoietic anemia with thrombocytopenia	300367
PatRef	67045	X-linked intellectual deficit with isolated growth hormone deficiency	300123
PatRef	67046	3-methylglutaconic aciduria type 1	250950
PatRef	67047	3-methylglutaconic aciduria type 3	258501
PatRef	67048	3-methylglutaconic aciduria type 4	250951
PatRef	69076	Renal glucosuria	233100
PatRef	69077	Rhabdoid tumor	609322
