Name of the table	ORPHA number	Disease label	Source	Reference
PatRef	3199	Stimmler syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Stimmler+ALANINURIA
PatRef	3221	Generalized resistance to thyroid hormone	PubMed	neant
PatRef	3222	Phosphoribosylpyrophosphate synthetase superactivity	PubMed	neant
PatRef	3225	Hearing loss - familial salivary gland insensitivity to aldosterone	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=hearing+loss+aldosterone+insensitivity
PatRef	3226	Deafness - lymphedema - leukemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Deafness+lymphedema+(leukemia+OR+cytopenia+OR+Hematologic+Diseases%5Bmh%5D)
PatRef	3231	DOOR syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(DOOR+syndrome%5Btw%5D+OR+((onycho+osteo+dystrophy%5Bti%5D+OR+Onychodystrophy%5Bti%5D)+deafness))+NOT+%22revolving+door%22
PatRef	3237	Multiple synostoses	PubMed	neant
PatRef	3242	Renpenning syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Mental+retardation+%22X+linked%22+(PQBP1+OR+Renpenning)
PatRef	3262	Syngnathia multiple anomalies	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Syngnathia[All+Fields]+AND+Dobrow[All+Fields]
PatRef	3265	Isolated humeroradial synostosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Humeroradial+synostosis%5Btw%5D+OR+radiohumeral+synostosis%5Btw%5D+OR+Humero+radial+synostosis%5Btw%5D+OR+radio+humeral+synostosis%5Btw%5D
PatRef	3266	Humeroradioulnar synostosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Humeroradioulnar+synostosis+OR+Humero+radio+ulnar+synostosis%5Btw%5D
PatRef	3275	Synspondylism	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Synspondylism+OR+spondylocarpotarsal
PatRef	425	Apolipoprotein A-I deficiency	PubMed	neant
PatRef	3291	Teebi-Shaltout syndrome	PubMed	neant
PatRef	3301	Tetraamelia - multiple malformations	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=((%22tetra+amelia%22+OR+Tetraamelia)+Ectromelia)+NOT+(wnt3+OR+%22Wnt-3%22+OR+%22SC+phocomelia%22+OR+%22Roberts+syndrome%22)+OR+(Zimmer+phocomelia%5Btw%5D)
PatRef	3311	Infantile symmetrical thalamic degeneration	PubMed	neant
PatRef	3314	Thiemann disease, familial form	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Thiemann*%5Btw%5D+(disease+OR+syndrome+OR+%22bone+necrosis%22)
PatRef	3316	Thomas syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Potter+AND+Thomas%5Btw%5D+AND+cleft
PatRef	3317	Thoracolaryngopelvic dysplasia	PubMed	neant
PatRef	3321	Thrombocytopenia - chromosome breakage	PubMed	neant
PatRef	3322	Hoyeraal-Hreidarsson syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Hoyeraal+Hreidarsson%5Btw%5D+OR+((cerebellum%2Fab+OR+%22cerebellar+hypoplasia%22)+pancytopenia+(immunodeficiency+OR+microcephaly)+NOT+dyskeratosis+congenita)
PatRef	3327	Thyrocerebrorenal syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=thyrocerebral+kidney+syndrome
PatRef	3329	Tibial aplasia - ectrodactyly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(tibia%2Fab+OR+Tibial)+(aplas*+OR+absen*+OR+agenesis)+(ectrodactyly+OR+split+hand+OR+split+foot)
PatRef	3333	Connective tissue dysplasia, Spellacy type	PubMed	neant
PatRef	3349	Treft-Sanborn-Carey syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=optic+atrophy+deafness+dystaxia+myopathy
PatRef	3351	Trichodental syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Trichodental%5BAll+Fields%5D
PatRef	3363	Trichomegaly - retina pigmentary degeneration - dwarfism	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Oliver+mcfarlane%5Btw%5D
PatRef	3365	Trigonocephaly - broad thumbs	PubMed	neant
PatRef	3366	Isolated trigonocephaly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Trigonocephaly%5Bti%5D+(isolated+OR+nonsyndromic+OR+familial%5Bti%5D+OR+%22non+syndromic%22)
PatRef	3369	Trigonocephaly - short stature - developmental delay	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Trigonocephaly+short+stature+developmental+delay%29+OR+%28Hunter+AND+trigonocephaly%29
PatRef	3377	Trismus - pseudocamptodactyly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Trismus+pseudocamptodactyly+OR+%28Hecht%5Bti%5D+syndrome%29+NOT+contractural+arachnodactyly%5Bti%5D
PatRef	1717	Distal trisomy 19q	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Trisomy+19q%5Bti%5D+OR+duplication+19q*%5Bti%5D+OR+((%22chromosome+19%22+OR+Pair+19%5Btw%5D)+%2219q%22+trisomy))+NOT+monosomy+18q*%5Bti%5D
PatRef	1723	Mosaic trisomy 2	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(mosaic*%5Bti%5D+(%22Trisomy+2+%22+OR+chromosome+2%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+2%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)
PatRef	1724	Mosaic trisomy 20	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(mosaic*%5Bti%5D+(%22Trisomy+20%22+OR+chromosome+20%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+20%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)
PatRef	1747	Mosaic trisomy 7	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(mosaic*%5Bti%5D+(%22Trisomy+7%22+OR+chromosome+7%5Bti%5D))+OR+(Chromosomes,+Human,+Pair+7%5Bmh%5D+trisomy%5Bmh%5D+mosaicism)
PatRef	3387	Isolated anterior cervical hypertrichosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Anterior+cervical+hypertrichosis%5Btw%5D+OR+Hairy+throat%5Btw%5D
PatRef	3391	Odonto-onycho-hypohidrotic dysplasia - midline scalp defects	PubMed	neant
PatRef	3403	Uhl anomaly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Uhl+anomaly%5BTi%5D+OR+uhl%27s+disease%5Bti%5D+OR+uhl%27s+anomaly%5Bti%5D
PatRef	3404	Ulbright-Hodes syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Limb+phocomelia+renal+dysplasia+pulmonary+hypoplasia+OR+%28Ulbright+CE+AND+hodes+AND+Ulbright+TM%29
PatRef	3408	Upington disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Upington+dyschondroplasia
PatRef	3410	Distal obstructive uropathy - polydactyly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Uropathy+distal+obstructive+polydactyly
PatRef	3416	Hyperostosis corticalis generalisata	PubMed	neant
PatRef	3423	Vasquez-Hurst-Sotos syndrome	PubMed	neant
PatRef	3453	Autoimmune polyendocrinopathy type 1	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(mucocutaneous+candidiasis+OR+type+1%5Bti%5D)+Autoimmune+polyendocrinopathy
PatRef	3454	Wieacker-Wolff syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Wieacker+Wolff+syndrome%5Btw%5D+OR+%28%28muscle+atrophy%5Btw%5D+OR+amyotrophy%5Btw%5D%29+AND+contracture*%5Btw%5D+AND+oculomotor+apraxia%5Btw%5D%29
PatRef	3455	Wiedemann-Rautenstrauch syndrome	PubMed	neant
PatRef	3458	Wilms tumor - radial bilateral aplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Wilms+radial+bilateral+0aplasia
PatRef	3459	Wilson-Turner syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28mental+retardation+x+linked+gynaecomastia+obesity%29+OR+%28Wilson-Turner+syndrome%29
PatRef	3460	Torg-Winchester syndrome	PubMed	neant
PatRef	3466	WT limb-blood syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=WT+syndrome%5Btw%5D
PatRef	3468	Xeroderma - talipes - enamel defects	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=xeroderma+talipes
PatRef	3471	Young syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=ciliary+motility+disorders%5Bmajr:noexp%5D+AND+young%5Btw%5D
PatRef	3243	Sweet syndrome	PubMed	neant
PatRef	1827	Acromelic frontonasal dysplasia	PubMed	neant
PatRef	2749	Oro-mandibular-limb hypogenesis syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=oro[All+Fields]+AND+(%22mandible%22[MeSH+Terms]+OR+%22mandible%22[All+Fields]+OR+%22mandibular%22[All+Fields])+AND+(%22extremities%22[MeSH+Terms]+OR+%22extremities%22[All+Fields]+OR+%22limb%22[All+Fields])+AND+hypogenesis[All+Fields]
PatRef	2995	Iris coloboma with ptosis - intellectual deficit	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Iris+coloboma+(ptosis%5Btw%5D+OR+blepharoptosis%5Bmh%5D)+mental+retardation+OR+baraitser+winter+syndrome%5Btw%5D
PatRef	2649	Short stature - intellectual deficit - eye anomalies - cleft lip/palate	PubMed	neant
PatRef	3167	Siegler-Brewer-Carey syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Siegler+Brewer+Carey
PatRef	1415	Cholestasis - pigmentary retinopathy - cleft palate	PubMed	neant
PatRef	2519	Microcephaly - seizures - intellectual deficit - heart disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=microcephaly+epilepsy+mental+retardation+heart+micropenis
PatRef	3072	X-linked intellectual deficit - progressive spasticity	PubMed	neant
PatRef	2795	Polycystic ovaries - urethral sphincter dysfunction	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=voiding+dysfunction+polycystic+ovary+urethral+sphincter+progesterone
PatRef	2666	Nephronophtisis familial, adult form - spastic quadriparesia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=nephronophthisis+familial+adult+spastic+quadriparesis
PatRef	1884	Ectopia lentis - chorioretinal dystrophy - myopia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=ectopia+lentis+chorioretinal+myopia
PatRef	3405	Umbilical cord ulceration - intestinal atresia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=umbilical+cord+ulcer+intestinal+atresia
PatRef	2254	Pontocerebellar hypoplasia type 1	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Pontocerebellar+hypoplasia%5Btw%5D+OR+Olivopontocerebellar+Atrophies)+((Muscular+Atrophy,+Spinal)+OR+%22type+i%22+OR+%22type+1%22)
PatRef	2582	Myalgia-eosinophilia syndrome associated with tryptophan	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Eosinophilia+Myalgia+Syndrome
PatRef	2349	Kocher-Debre-Semelaigne syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(muscle+OR+muscular)+pseudohypertrophy+hypothyroidism+OR+(Kocher-Debre-Semelaigne%5Btw%5D)
PatRef	2898	Intellectual deficit, X-linked - plagiocephaly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=mental+retardation+craniofacial+dysmorphism+plagiocephaly
PatRef	1474	Colobomatous - microphthalmia - heart disease - hearing loss	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Colobomatous+microphthalmos+microphthalmia+hearing+loss+mental+retardation
PatRef	2062	Syndromic progressive non-infectious anterior vertebral fusion	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(vertebral+body+fusion%5Btw%5D+OR+vertebral+fusion%5Btw%5D)+progressive%5Bti%5D
PatRef	2427	Macrocephaly - short stature - paraplegia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Volcke+soekarman+syndrome+Macrocephaly
PatRef	1192	Atherosclerosis- deafness - diabetes - epilepsy - nephropathy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=atherosclerosis+epilepsy+deafness
PatRef	936	Succinic acidemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Succinic+acidemia+congenital+acidosis+lactic
PatRef	1130	Arachnodactyly - intellectual deficit - dysmorphism	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Die+smulders+vles+fryns+arachnodactyly
PatRef	3095	Atypical Rett syndrome	PubMed	neant
PatRef	2756	Oral-facial-digital syndrome type 10	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=fibula*%5Bti%5D+(Orofaciodigital+Syndromes+OR+Oral+facial+digital%5Btw%5D)
PatRef	378	Sjögren's syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22sjogren%27s+syndrome%22%5BMeSH+Terms%5D+OR+%28%28Sjogren%27s+Syndrome%5BTi%5D+OR+Sjogren+Syndrome%5BTi%5D%29+NOT+medline%5Bsb%5D%29
PatRef	2326	Kallmann syndrome - heart disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(kallmann+syndrome%5BMH%5D+OR+Kallmann's+syndrome%5BTW%5D)+(Heart+Diseases+OR+Heart+Defects,+Congenital)
PatRef	2619	Brachydactylous dwarfism, Mseleni type	PubMed	neant
PatRef	2963	Progeroid syndrome, Petty type	PubMed	neant
PatRef	1768	Familial caudal dysgenesis	PubMed	neant
PatRef	3051	Intellectual deficit - sparse hair - brachydactyly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=nicolaides-baraitser+OR+%28nicolaides+AND+baraitser+AND+mental+retardation%29
PatRef	1114	Circumscribed cutaneous aplasia of the vertex	PubMed	neant
PatRef	1835	Mesomelic dysplasia - skin dimples	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Mesomelic+dysplasia+skin+dimples
PatRef	1655	Mullerian derivatives - lymphangiectasia - polydactyly	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Mullerian+derivatives+lymphangiectasis+polydactyly
PatRef	2831	Rhizomelic dysplasia, Patterson-Lowry type	PubMed	neant
PatRef	1524	Craniomicromelic syndrome	PubMed	neant
PatRef	3206	Stuve-Wiedemann syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28stuve%5Bau%5D+AND+wiedemann%5Bau%5D%29+OR+stuve-wiedemann%5Btw%5D
PatRef	2729	Okamoto syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Okamoto+syndrome+hydronephrosis+mental+retardation+hypotonia
PatRef	65	Congenital Leber amaurosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28optic+atrophy,+hereditary%5Bmajr%5D+OR+blindness%5Bmajr%5D%29+AND+leber%5Btw%5D+AND+amaurosis%5Btw%5D
PatRef	110	Bardet-Biedl syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=bardet+biedl+syndrome%5Bmh%5D+OR+Bardet+Biedl+syndrome%5Btw%5D
PatRef	144	Familial nonpolyposis colon cancer	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=colorectal+neoplasms,+hereditary+nonpolyposis%5Bmajr%5D
PatRef	321	Multiple exostoses	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22exostoses%22%5Ball%5D+AND+multiple%5Bti%5D+NOT+medline%5Bsb%5D%29+OR+%22exostoses%2C+multiple+hereditary%22%5BMeSH+Terms%5D
PatRef	478	Kallmann syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22kallmann+syndrome%22%5BMeSH+Terms%5D+OR+%28Kallmann+syndrome%5BText+Word%5D+NOT+medline%5Bsb%5D%29
PatRef	633	Laron syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=laron+dwarfism%5Bti%5D+OR+laron+syndrome%5Bti%5D+OR+laron%27s+syndrome%5Bti%5D+OR+%22laron+syndrome%22%5BMH%5D
PatRef	669	Otopalatodigital syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28otopalatodigital+syndrome%5Btw%5D+OR+oto+palato+digital%5Btw%5D+OR+OPD+syndrome%5Btw%5D%29
PatRef	822	Spherocytosis hereditary	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hereditary+spherocytosis%5Bti%5D+OR+%28spherocytosis%2C+hereditary%5Bmh%5D+AND+humans%5Ball%5D%29
PatRef	910	Xeroderma pigmentosum	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=xeroderma+pigmentosum%5Bmh%5D+OR+Xeroderma+pigmentosum%5Bti%5D
PatRef	777	X-linked nonsyndromic intellectual deficit	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22x-linked+mental+retardation%22%5BText+Word%5D+OR+%22mental+retardation%2C+x-linked%22%5BMeSH+Terms%3Anoexp%5D
PatRef	766	Hemolytic anemia due to red cell pyruvate kinase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=pyruvate+kinase/df%5Bmajr%5D
PatRef	229	Familial aortic dissection	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28dissecting+aneurysm/ge+OR+familial+aortic+dissection%5Btw%5D+OR+erdheim%5Btw%5D+OR+cystic+medial+necrosis%5Btw%5D%29+aortic+aneurysm%5Bmh%5D
PatRef	279	Age-related macular degeneration	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=macular+degeneration%5Bmajr:noexp%5D+AND+aged%5Bmh%5D+NOT+child%5Bmh%5D
PatRef	28	Vitamin B12-responsive methylmalonic acidemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=methylmalonic+acid%5Bmajr%5D+AND+vitamin+b+12%5Bmajr%5D+NOT+methylmalonyl-coa+mutase/df%5Bmh%5D
PatRef	411	Hyperlipoproteinemia type 1	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=familial+lipoprotein+lipase+defic*%5Btw%5D+OR+lipoprotein+lipase+deficiency%2C+familial%5Bmh%5D+OR+Familial+chylomicronemia%5Btw%5D
PatRef	412	Hyperlipidemia type 3	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hyperlipoproteinemia+type+iii%5Bmajr%5D
PatRef	424	Familial hyperthyroidism due to mutations in TSH receptor	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hyperthyroidism%5Bmajr%5D+AND+receptors,+thyrotropin%5Bmajr%5D+NOT+grave%27s+disease%5Bmh%5D
PatRef	743	Hereditary thrombophilia due to congenital protein S deficiency	PubMed	neant
PatRef	1002	Cluster headache	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22cluster+headache%22%5BMeSH+Terms%5D+OR+Cluster+headache%5BText+Word%5D
PatRef	1930	Herpetic encephalitis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=%22herpetic+encephalopathy%22+OR+Encephalitis,+Herpes+Simplex
PatRef	343	Hyperimmunoglobinemia D with recurrent fever	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=((immunoproliferative+disorders)+IgD%5Bmh%5D+OR+(immunoglobulin+d+OR+IgD+OR+hyper+IgD%5Btw%5D))+(fever%5Bmh%5D+OR+fever%5Bti%5D)
PatRef	325	Congenital factor II deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hypoprothrombinemia%5Bmajr%5D
PatRef	3324	Familial thrombomodulin anomalies	PubMed	neant
PatRef	572	Immunodeficiency by defective expression of HLA class 2	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28immunologic+deficiency+syndromes%5BMH%3Anoexp%5D+OR+severe+combined+immunodeficiency%5Bmh%5D%29+AND+%28class+2%5Btw%5D+OR+class+II%5Btw%5D%29
PatRef	911	Combined immunodeficiency due to ZAP70 deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=zap-70+kinase%5Bnm%5D+AND+protein-tyrosine+kinase/df%5Bmajr%5D
PatRef	843	Chronic bronchopneumopathy due to TAP deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Tap-2+protein%5Bnm%5D+AND+histocompatibility+antigens+class+i%5Bmajr%5D+AND+deficien*%5Bti%5D
PatRef	3325	Heparin-induced thrombocytopenia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=heparin+induced+thrombopenia+%5Bti%5D+OR+%28heparin+thrombocytopenia/ci%29
PatRef	621	Hereditary methemoglobinemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=methemoglobinemia%5Bmajr%5D+AND+NADH,+NADPH+Oxidoreductases/df%5Bmajr%5D
PatRef	746	Mitochondrial trifunctional protein deficiency	PubMed	neant
PatRef	20	3-hydroxy-3-methylglutaric aciduria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=oxo-acid-lyases/df%5Bmajr%5D+AND+3-hydroxy-3-methylglutaryl-coenzyme+A+lyase%5Bnm%5D
PatRef	832	Succinyl-CoA acetoacetate transferase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Succinyl+CoA+%28acetoacetate+OR+3+ketoacid+OR+3+oxoacid%29+deficiency
PatRef	440	Familial hypospadias	PubMed	neant
PatRef	712	Hemolytic anemia due to glucophosphate isomerase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=glucose-6-phosphate+isomerase/df%5Bmajr%5D
PatRef	714	Diphosphoglycerate mutase deficiency of erythrocyte	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28bisphosphoglycerate+mutase/df%5Bmh%5D
PatRef	2056	Fructosuria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=fructosuria+OR+%28fructokinase+OR+ketohexokinase%29+deficiency
PatRef	158	Carnitine uptake deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=carnitine/df%5Bmajr%5D+AND+%22systemic+carnitine+deficiency%22
PatRef	1945	Benign familial epilepsy of childhood with rolandic spikes	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Benign+epilepsy+%28rolandic%5Bti%5D+OR+centrotemporal%5Bti%5D+%29+spikes+OR+Epilepsy%2C+Rolandic%5Bmajr%5D
PatRef	820	Sneddon syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=sneddon+syndrome%5Bmajr%5D
PatRef	1467	Cogan syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Cogan+syndrome%5Btw%5D+OR+cogan%27s+syndrome%5Btw%5D
PatRef	79	Congenital alpha2 antiplasmin deficiency	PubMed	neant
PatRef	331	Congenital factor XIII deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%28factor+xiii%5Bti%5D+AND+deficiency%5Bti%5D%29+NOT+Medline%5BSB%5D%29+OR+%22factor+xiii+deficiency%22%5Bmh%5D
PatRef	282	Frontotemporal dementia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Frontotemporal%5Bti%5D+dementia
PatRef	542	Cutaneous lymphoma	PubMed	neant
PatRef	707	Plague	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=plague%5Bmajr%5D
PatRef	159	Carnitine-acylcarnitine translocase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Carnitine+acylcarnitine+translocase%5Bti%5D+deficiency+OR+Carnitine+Acyltransferases/df%5Bmh%3Anoexp%5D
