Name of the table	ORPHA number	Disease label	Type of label (Pat= main name; syn= synonym)
PatAls	93164	TPHA	Syn
PatAls	93164	Pseudohypoaldosteronism, transient	Pat
PatAls	93172	Renal dysplasia, unilateral	Pat
PatAls	93173	Renal dysplasia, bilateral	Pat
PatAls	93176	Megacalycosis, congenital, unilateral	Pat
PatAls	93177	Megacalycosis, congenital, bilateral	Pat
PatAls	93178	Prune belly syndrome, partial form	Pat
PatAls	93206	Nephrotic syndrome, idiopathic, steroid-sensitive, with focal segmental hyalinosis	Pat
PatAls	93206	Nephrotic syndrome, idiopathic, steroid-sensitive, with focal segmental glomerulosclerosis	Syn
PatAls	93207	Minimal change nephrotic syndrome (MCNS), steroid-sensitive	Pat
PatAls	93209	Nephrotic syndrome, idiopathic, steroid-sensitive, with diffuse mesangial proliferation	Pat
PatAls	93213	Nephrotic syndrome, idiopathic, steroid-resistant, with focal segmental hyalinosis, familial form	Pat
PatAls	93213	Nephrotic syndrome, idiopathic, steroid-resistant, with glomerulosclerosis, focal segmental, familial form	Syn
PatAls	93214	Nephrotic syndrome, idiopathic, steroid-resistant, with diffuse mesangial proliferation, familial	Pat
PatAls	93216	Nephrotic syndrome, idiopathic, steroid-resistant, with minimal changes, familial form	Pat
PatAls	93217	Nephrotic syndrome, idiopathic, steroid-resistant, with diffuse mesangial sclerosis, familial form	Pat
PatAls	93218	Nephrotic syndrome, idiopathic, steroid-resistant, with focal segmental hyalinosis, sporadic form	Pat
PatAls	93218	Nephrotic syndrome, idiopathic, steroid-resistant, with glomerulosclerosis, focal segmental, sporadic form	Syn
PatAls	93220	Nephrotic syndrome, idiopathic, steroid-resistant, with diffuse mesangial sclerosis, sporadic	Pat
PatAls	93221	Nephrotic syndrome, idiopathic, steroid-resistant, with minimal changes, sporadic form	Pat
PatAls	93222	Nephrotic syndrome, idiopathic, steroid-resistant, with diffuse mesangial proliferation, sporadic form	Pat
PatAls	93256	FXTAS syndrome	Syn
PatAls	93256	Fragile X-associated tremor/ataxia syndrome	Pat
PatAls	93258	Pfeiffer syndrome, type 1	Pat
PatAls	93258	Classic Pfeiffer syndrome	Syn
PatAls	93259	Pfeiffer syndrome, type 2	Pat
PatAls	93260	Pfeiffer syndrome, type 3	Pat
PatAls	93262	Crouzono-dermoskeletal syndrome	Syn
PatAls	93262	Crouzon syndrome - acanthosis nigricans	Pat
PatAls	93267	Cloverleaf skull - multiple congenital anomalies	Pat
PatAls	93268	Short rib-polydactyly syndrome, type 4	Syn
PatAls	93268	Short rib-polydactyly syndrome, Beemer-Langer type	Pat
PatAls	93269	Short rib-polydactyly syndrome, type 2	Syn
PatAls	93269	Short rib-polydactyly syndrome, Majewski type	Pat
PatAls	93270	Short rib-polydactyly syndrome, type 1	Syn
PatAls	93270	Short rib-polydactyly syndrome, Saldino-Noonan type	Pat
PatAls	93271	Short rib-polydactyly syndrome, type 3	Syn
PatAls	93271	Short rib-polydactyly syndrome, Verma-Naumoff type	Pat
PatAls	93274	Thanatophoric dwarfism, type II	Pat
PatAls	93274	Thanatophoric dwarfism - cloverleaf skull	Syn
PatAls	93274	Cloverleaf skull - micromelic bone dysplasia	Syn
PatAls	93275	Thanatophoric dysplasia Glasgow variant	Pat
PatAls	93276	Jaffe-Lichtenstein disease	Syn
PatAls	93276	Polyostotic fibrous dysplasia	Pat
PatAls	93277	Monostotic fibrous dysplasia	Pat
PatAls	93279	Spondyloepiphyseal dysplasia due to COL2A1 mutation, mild, with early-onset osteoarthritis	Pat
PatAls	93280	Spondyloepiphyseal dysplasia, Omani type	Pat
PatAls	93282	Spondyloepiphyseal dysplasia, Pakistani type	Pat
PatAls	93283	Spondyloepiphyseal dysplasia, Kimberley type	Pat
PatAls	93284	Spondyloepiphyseal dysplasia tarda	Pat
PatAls	93291	Hyperinsulinism, diffuse	Pat
PatAls	93291	Nesidioblastosis of pancreas	Syn
PatAls	93292	Pancreatic adenoma	Pat
PatAls	93293	Okihiro syndrome	Pat
PatAls	93293	Duane-radial ray syndrome	Syn
PatAls	93296	Achondrogenesis, type 2	Pat
PatAls	93297	Hypochondrogenesis	Pat
PatAls	93298	Achondrogenesis, type 1B	Pat
PatAls	93299	Achondrogenesis, type 1A	Pat
PatAls	93301	Brachyolmia type 1, Hobaek type	Pat
PatAls	93302	Brachyolmia type 2	Pat
PatAls	93302	Brachyolmia, Maroteaux type	Syn
PatAls	93303	Brachyolmia type 1, Toledo type	Pat
PatAls	93304	Brachyolmia type 3	Pat
PatAls	93307	Multiple epiphyseal dysplasia, type 4	Pat
PatAls	93308	Multiple epiphyseal dysplasia, type 1	Pat
PatAls	93311	Multiple epiphyseal dysplasia, type 5	Pat
PatAls	93313	Multiple epiphyseal dysplasia, unclassified type	Pat
PatAls	93314	Spondylometaphyseal dysplasia, Kozlowski type	Pat
PatAls	93315	Spondylometaphyseal dysplasia, 'corner fracture' type	Pat
PatAls	93316	Spondylometaphyseal dysplasia, Schmidt type	Pat
PatAls	93316	Spondylometaphyseal dysplasia, Algerian type	Syn
PatAls	93316	Spondylometaphyseal dysplasia with severe genu valgum	Syn
PatAls	93317	Spondylometaphyseal dysplasia, Sedaghatian type	Pat
PatAls	93320	Ulnar clubhand	Syn
PatAls	93320	Ulnar hemimelia	Pat
PatAls	93320	Longitudinal deficiency of the ulna, congenital	Syn
PatAls	93321	Radial clubhand	Syn
PatAls	93321	Radial hemimelia	Pat
PatAls	93321	Congenital longitudinal deficiency of the radius	Syn
PatAls	93322	Tibial hemimelia	Pat
PatAls	93322	Absence of tibia	Syn
PatAls	93322	Congenital longitudinal deficiency of the tibia	Syn
PatAls	93322	Congenital aplasia and dysplasia of the tibia with intact fibula	Syn
PatAls	93323	Fibular hemimelia	Pat
PatAls	93323	Congenital longitudinal deficiency of the fibula	Syn
PatAls	93324	Kenny-Caffey syndrome, autosomal recessive	Pat
PatAls	93325	Kenny-Caffey syndrome, autosomal dominant	Pat
PatAls	93328	Autosomal dominant omodysplasia	Pat
PatAls	93329	Autosomal recessive omodysplasia	Pat
PatAls	93329	Micromelic dysplasia - dislocation of radius	Syn
PatAls	93333	Cousin syndrome	Syn
PatAls	93333	Pelviscapular dysplasia	Pat
PatAls	93333	Familial pelvis-scapular dysplasia	Syn
PatAls	93334	Polydactyly postaxial, type A	Pat
PatAls	93335	Polydactyly postaxial, type B	Pat
PatAls	93336	PPD2	Syn
PatAls	93336	Polydactyly of a triphalangeal thumb	Pat
PatAls	93337	PPD3	Syn
PatAls	93337	Polydactyly of an index finger	Pat
PatAls	93338	PPD4	Syn
PatAls	93338	Polysyndactyly	Pat
PatAls	93339	PPD1	Syn
PatAls	93339	Polydactyly of the thumb	Pat
PatAls	93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	Pat
PatAls	93347	Anauxetic dysplasia	Pat
PatAls	93347	Spondyloepimetaphyseal dysplasia, Menger type	Syn
PatAls	93347	Spondyloepimetaphyseal dysplasia, anauxetic type	Syn
PatAls	93349	Spondyloepimetaphyseal dysplasia, X-linked	Pat
PatAls	93351	SEMD type Irapa	Syn
PatAls	93351	SEMD, Irapa type	Syn
PatAls	93351	Spondyloepimetaphyseal dysplasia, Irapa type	Pat
PatAls	93352	SEMD, Shohat type	Syn
PatAls	93352	Spondyloepimetaphyseal dysplasia, Shohat type	Pat
PatAls	93356	SEMD type 2	Syn
PatAls	93356	SEMD, Missouri type	Syn
PatAls	93356	Spondyloepimetaphyseal dysplasia type 2	Syn
PatAls	93356	Spondyloepimetaphyseal dysplasia, Missouri type	Pat
PatAls	93357	SPONASTRIME dysplasia	Pat
PatAls	93358	Spondyloepimetaphyseal dysplasia - short limb - abnormal calcification	Pat
PatAls	93359	Spondyloepimetaphyseal dysplasia - joint laxity	Pat
PatAls	93360	Spondyloepimetaphyseal dysplasia - multiple dislocations	Pat
PatAls	93365	CINCA syndrome with CIAS1 mutations	Pat
PatAls	93367	CINCA syndrome without CIAS1 mutations	Pat
PatAls	93372	Hypocalciuric hypercalcemia, familial, type 1	Pat
PatAls	93382	Brachydactyly A6	Pat
PatAls	93382	Osebold-Remondini syndrome	Syn
PatAls	93383	Brachydactyly, type B	Pat
PatAls	93384	Brachydactyly, type C	Pat
PatAls	93385	Brachydactyly, type D	Pat
PatAls	93387	Brachydactyly, type E	Pat
PatAls	93388	Brachydactyly, type A1	Pat
PatAls	93388	Brachydactyly, Farabee type	Syn
PatAls	93389	Brachydactyly, type A5	Pat
PatAls	93393	Brachymesophalangy V	Syn
PatAls	93393	Brachydactyly, type A3	Pat
PatAls	93393	Brachydactyly-clinodactyly	Syn
PatAls	93394	Brachydactyly, type A4	Pat
PatAls	93394	Brachydactyly Temtamy type	Syn
PatAls	93394	Brachymesophalangy II and V	Syn
PatAls	93395	Ballard syndrome	Pat
PatAls	93395	Pitt-Williams brachydactyly	Syn
PatAls	93395	Brachydactyly, types B et E combined	Syn
PatAls	93396	Brachydactyly, type A2	Pat
PatAls	93396	Brachydactyly, Mohr-Wriedt type	Syn
PatAls	93397	Brachydactyly, type A7	Pat
PatAls	93397	Brachydactyly, Smorgasbord type	Syn
PatAls	93398	Genochondromatosis, type 2	Pat
PatAls	93399	Sialidosis type 2, juvenile form	Pat
PatAls	93400	Sialidosis type 2, congenital form	Pat
PatAls	93402	Syndactyly, type 1	Pat
PatAls	93403	Synpolydactyly	Syn
PatAls	93403	Syndactyly, type 2	Pat
PatAls	93404	Syndactyly, type 3	Pat
PatAls	93404	Syndactyly of fingers 4 and 5	Syn
PatAls	93405	Syndactyly, type 4	Pat
PatAls	93405	Polysyndactyly, Haas type	Syn
PatAls	93406	Syndactyly, type 5	Pat
PatAls	93406	Postaxial syndactyly with metacarpal synostosis	Syn
PatAls	93409	Brachydactyly-syndactyly, Zhao type	Pat
PatAls	93419	Rare bone disease	Pat
PatAls	93420	Achondroplasia and FGFR3 anomaly	Pat
PatAls	93421	Type 2 collagen anomaly	Pat
PatAls	93422	Type 11 collagen anomaly	Pat
PatAls	93423	Sulfatation disorder	Pat
PatAls	93424	Perlecan anomaly	Pat
PatAls	93425	Bone filaminopathy	Pat
PatAls	93426	SRP	Syn
PatAls	93426	Short rib dysplasia	Pat
PatAls	93426	Short-rib dysplasia (with or without polydactyly)	Syn
PatAls	93427	Metatropic dysplasia	Pat
PatAls	93429	Multiple epiphyseal dysplasia and pseudoachondroplasia	Pat
PatAls	93430	Multiple metaphyseal dysplasia	Pat
PatAls	93434	Severe spondylodysplastic dysplasia	Pat
PatAls	93435	Brachyolmia	Syn
PatAls	93435	Moderate spondylodysplastic dysplasia	Pat
PatAls	93436	Acromelic dysplasia	Pat
PatAls	93437	Acromesomelic dysplasia	Pat
PatAls	93438	Mesomelic and rhizo-mesomelic dysplasia	Pat
PatAls	93439	Bent bone dysplasia	Pat
PatAls	93440	Slender bone dysplasia	Pat
PatAls	93441	Dysplasia of bones with multiple joint dislocations	Pat
PatAls	93442	CDP	Syn
PatAls	93442	Chondrodysplasia punctata	Pat
PatAls	93443	Neonatal osteosclerotic dysplasia	Pat
PatAls	93444	Bone disease with increased bone density without modification of the bone shape	Pat
PatAls	93445	Bone disease with increased bone density and metaphyseal or diaphyseal involvement	Pat
PatAls	93446	Bone disease with decreased bone density	Pat
PatAls	93447	Bone disease with defective bone mineralisation	Pat
PatAls	93448	Lysosomal storage disease with skeletal involvement	Pat
PatAls	93448	Dysostosis multiplex	Syn
PatAls	93449	Rare osteolysis	Pat
PatAls	93450	Bone disease with disorganised development of skeletal components	Pat
PatAls	93451	Cleidocranial dysplasia group	Pat
PatAls	93452	Craniosynostosis syndrome or cranial ossification disease	Pat
PatAls	93453	Dysostosis with predominant craniofacial involvement	Pat
PatAls	93454	Dysostosis with predominant vertebral and costal involvement	Pat
PatAls	93455	Patellar dysostosis	Pat
PatAls	93456	Brachydactyly group	Pat
PatAls	93456	Brachydactyly with or without extraskeletal manifestations	Syn
PatAls	93457	Limb hypoplasia or limb reduction defect	Pat
PatAls	93458	Polydactyly, syndactyly and triphalangism	Pat
PatAls	93459	Synostosis or other joint formation defect	Pat
PatAls	93460	Overgrowth syndrome	Pat
PatAls	93461	Chromosomal disease with overgrowth	Pat
PatAls	93465	Lethal chondrodysplasia	Pat
PatAls	93466	Limb-girdle bone anomaly	Pat
PatAls	93473	MPS1H	Syn
PatAls	93473	Hurler syndrome	Pat
PatAls	93473	Mucopolysaccharidosis type 1H	Syn
PatAls	93474	MPS1S	Syn
PatAls	93474	Scheie syndrome	Pat
PatAls	93474	Mucopolysaccharidosis type 1S	Syn
PatAls	93476	MPS1H/S	Syn
PatAls	93476	Hurler-Scheie syndrome	Pat
PatAls	93476	Mucopolysaccharidosis type 1H/S	Syn
PatAls	93490	SE(M)D	Syn
PatAls	93490	Spondylo-epi-(meta-) physeal dysplasia	Pat
PatAls	93545	Renal or urinary tract malformation	Pat
PatAls	93546	Nonsyndromic renal or urinary tract malformation	Pat
PatAls	93547	Syndromic renal or urinary tract malformation	Pat
PatAls	93548	Glomerular disease	Pat
PatAls	93550	Basement membrane disease	Pat
PatAls	93551	Secondary glomerular disease	Pat
PatAls	93552	SLE, pediatric onset	Syn
PatAls	93552	Lupus erythematosus, systemic, pediatric onset	Pat
PatAls	93554	Cryoglobulinemia mixed, type II	Pat
PatAls	93555	Cryoglobulinemia mixed, type III	Pat
PatAls	93556	HCDD	Syn
PatAls	93556	Heavy chain deposition disease	Pat
PatAls	93557	LHCDD	Syn
PatAls	93557	Light and heavy chain deposition disease	Pat
PatAls	93558	LCDD	Syn
PatAls	93558	Light chain deposition disease	Pat
PatAls	93559	C3 deposition glomerulonephritis, without proliferation	Pat
PatAls	93560	Apolipoprotein AI amyloidosis	Pat
PatAls	93561	Lysozyme amyloidosis	Pat
PatAls	93562	Fibrinogen A-alpha, amyloidosis	Pat
PatAls	93563	Periodic disease, pediatric onset	Syn
PatAls	93563	Familial mediterranean fever with pediatric onset	Pat
PatAls	93564	PAN, pediatric onset	Syn
PatAls	93564	Polyarteritis nodosa, pediatric onset	Pat
PatAls	93565	Behcet disease, pediatric onset	Pat
PatAls	93566	Sjögren syndrome, pediatric onset	Pat
PatAls	93567	Systemic sclerosis, a pediatric onset	Syn
PatAls	93567	Scleroderma, systemic, pediatric onset	Pat
PatAls	93568	Juvenile polymyositis	Pat
PatAls	93569	Rhizomelic pseudopolyarthritis	Pat
PatAls	93570	Membranoproliferative glomerulonephritis, type 1	Pat
PatAls	93571	Membranoproliferative glomerulonephritis, type 2	Pat
PatAls	93572	Membranoproliferative glomerulonephritis, type 3	Pat
PatAls	93573	Thrombotic microangiopathy	Pat
PatAls	93575	Atypical hemolytic uremic syndrome with C3 anomaly	Pat
PatAls	93576	Atypical hemolytic uremic with MCP or CD46 anomaly	Pat
PatAls	93578	Atypical hemolytic uremic syndrome with B factor anomaly	Pat
PatAls	93579	Atypical hemolytic uremic syndrome with H factor anomaly	Pat
PatAls	93580	Atypical hemolytic uremic syndrome with I factor anomaly	Pat
PatAls	93581	Atypical hemolytic uremic syndrome with antibody anti-factor H	Pat
PatAls	93583	Upshaw-Schulman syndrome	Syn
PatAls	93583	Thrombotic thrombocytopenic purpura, congenital, due to ADAMTS-13 deficiency	Pat
PatAls	93585	Thrombotic thrombocytopenic purpura, acquired, due to anti-ADAMTS 13 antibodies	Pat
PatAls	93587	Familial cystic renal disease	Pat
PatAls	93589	Medullary cystic kidney disease, autosomal recessive, late onset	Pat
PatAls	93591	Medullary cystic kidney disease, autosomal recessive, infantile	Pat
PatAls	93592	Medullary cystic kidney disease, autosomal recessive, juvenile	Pat
PatAls	93593	Nephropathy secondary to a storage or other metabolic disease	Pat
PatAls	93594	Alpha-1-antichymotrypsin deficiency	Pat
PatAls	93595	Alpha-1 antitrypsin and alpha-1-antichymotrypsin deficiencies	Pat
PatAls	93598	Hyperoxaluria type 1	Syn
PatAls	93598	Alanine-glyoxylate aminotransferase deficiency	Pat
PatAls	93599	Hyperoxaluria type 2	Syn
PatAls	93599	D-glycerate dehydrogenase deficiency	Pat
PatAls	93600	Hyperoxaluria, non1-non2 type	Pat
PatAls	93601	Xanthinuria, type I	Pat
PatAls	93601	Isolated hereditary xanthinuria	Syn
PatAls	93601	Isolated xanthine oxidase (XO) deficiency	Syn
PatAls	93601	Isolated xanthine dehydrogenase (XDH) deficiency	Syn
PatAls	93601	Isolated xanthine oxidoreductase (XOR) deficiency	Syn
PatAls	93602	Xanthinuria, type II	Pat
PatAls	93602	XDH and AOX dual deficiency	Syn
PatAls	93602	Xanthine dehydrogenase and xanthine aldehyde oxydase dual deficiency	Syn
PatAls	93603	Rare renal tubular disease	Pat
PatAls	93603	Genetic renal tubular disease	Syn
PatAls	93604	Bartter syndrome, antenatal form	Pat
PatAls	93605	Bartter syndrome, type 3	Syn
PatAls	93605	Bartter syndrome, adult form	Syn
PatAls	93605	Bartter syndrome, ''classical'' form	Pat
PatAls	93606	Nephrogenic syndrome of inappropriate antidiuresis (NSIAD)	Pat
PatAls	93607	Renal tubular acidosis, type 2	Syn
PatAls	93607	Renal tubular acidosis, proximal, with ocular abnormalities and intellectual deficit	Pat
PatAls	93608	Renal tubular acidosis, autosomal dominant	Pat
PatAls	93609	Renal tubular acidosis, autosomal recessive	Pat
PatAls	93610	Renal tubular acidosis - anemia	Pat
PatAls	93611	Renal tubular acidosis - deafness	Pat
PatAls	93612	Cystinuria, type A	Pat
PatAls	93613	Cystinuria, type B	Pat
PatAls	93614	Hematological disorder with renal involvement	Pat
PatAls	93615	Hemoglobin Constant Spring	Pat
PatAls	93616	Hemoglobin H disease	Pat
PatAls	93618	Rare hypertension	Pat
PatAls	93619	Rare renal tumor	Pat
PatAls	93622	Dent disease, type 1	Pat
PatAls	93622	Nephrolithiasis, type 2	Syn
PatAls	93623	Dent disease, type 2	Pat
PatAls	93626	Rare renal disease	Pat
PatAls	93665	Autoinflammatory syndrome	Pat
PatAls	93666	Partial mevalonate kinase deficiency with recurrent fever +/- hyperIgD	Pat
PatAls	93668	CRMO, adult form	Syn
PatAls	93668	Chronic recurrent multifocal osteomyelitis, adult form	Pat
PatAls	93669	PPHS	Syn
PatAls	93669	Pustulo-psoriatic hyperostotic spondylarthritis	Pat
PatAls	93672	Juvenile dermatomyositis	Pat
PatAls	93682	Castleman disease, pediatric onset	Pat
PatAls	93685	Localized Castleman disease	Pat
PatAls	93686	Multicentric Castleman disease (MCD)	Pat
PatAls	93686	Multicentric giant lymph node hyperplasia	Syn
PatAls	93688	Nonidiopathic juvenile arthritis	Pat
PatAls	93890	Rare developmental defect during embryogenesis	Pat
PatAls	93890	Malformation syndrome	Syn
PatAls	93921	Schwannomatosis	Syn
PatAls	93921	Neurofibromatosis, type 3	Pat
PatAls	93924	Lobar holoprosencephaly	Pat
PatAls	93925	Alobar holoprosencephaly	Pat
PatAls	93926	Syntelencephaly	Syn
PatAls	93926	Middle interhemispheric variant of holoprosencephaly	Syn
PatAls	93926	Midline interhemispheric variant of holoprosencephaly	Pat
PatAls	93928	Epispadias	Pat
PatAls	93929	Cloacal exstrophy	Pat
PatAls	93930	Bladder exstrophy	Pat
PatAls	93932	FG syndrome, type 1	Pat
PatAls	93937	Terminal transverse defects of arm	Pat
PatAls	93938	Laryngo-tracheo-esophageal cleft, type 1	Pat
PatAls	93939	Laryngo-tracheo-esophageal cleft, type 2	Pat
PatAls	93940	Laryngo-tracheo-esophageal cleft, type 3	Pat
PatAls	93941	Laryngo-tracheo-esophageal cleft, type 4	Pat
PatAls	93942	Celosomia	Pat
PatAls	93943	Corpus callosum dysgenesis - hypopituitarism	Pat
PatAls	93944	Intellectual deficit, X-linked, Fichera type	Pat
PatAls	93945	Intellectual deficit, X-linked, Porteous type	Pat
PatAls	93946	Hamel cerebro-palato-cardiac syndrome	Pat
PatAls	93947	Intellectual deficit, X-linked, Golabi-Ito-Hall type	Pat
PatAls	93950	Intellectual deficit X-linked, Sutherland-Haan type	Pat
PatAls	93951	Intellectual deficit - epilepsy, X-linked, dominant type	Pat
PatAls	93952	Intellectual deficit - epilepsy, X-linked, recessive type	Pat
PatAls	93953	Familial thyroglossal duct cyst	Pat
PatAls	93955	Blepharospasm	Pat
PatAls	93956	Truncal dystonia	Pat
PatAls	93957	Limb dystonia	Pat
PatAls	93958	Oromandibular dystonia	Pat
PatAls	93961	Laryngeal dystonia	Syn
PatAls	93961	Spasmodic dysphonia	Syn
PatAls	93961	Laryngeal dyskinesia	Pat
PatAls	93962	Cervical dystonia	Pat
PatAls	93962	Spasmodic torticollis	Syn
PatAls	93963	DYT7	Syn
PatAls	93963	Autosomal dominant focal dystonia, DYT7 type	Pat
PatAls	93964	Meige dystonia	Syn
PatAls	93964	Meige syndrome	Syn
PatAls	93964	Blepharospasm - oromandibular dystonia	Pat
PatAls	93968	Meningocele	Pat
PatAls	93969	Myelomeningocele	Pat
PatAls	93970	Holmes-Gang syndrome	Pat
PatAls	93971	Chudley-Lowry syndrome	Syn
PatAls	93971	Chudley-Lowry-Hoar syndrome	Pat
PatAls	93972	Juberg-Marsidi syndrome	Pat
PatAls	93973	Carpenter-Waziri syndrome	Pat
PatAls	93974	Smith-Fineman-Myers syndrome	Pat
PatAls	93975	Renier-Gabreels-Jasper syndrome	Pat
PatAls	93976	Anotia	Pat
PatAls	94056	Humeroulnar synostosis	Pat
PatAls	94058	Glaucoma, neovascular	Pat
PatAls	94059	Uremic pruritus	Pat
PatAls	94060	Intracerebral hemorrhage, post-neonatal	Pat
PatAls	94061	Macrocephaly - immune deficiency - anemia	Pat
PatAls	94062	Coronary artery disease - hyperlipidemia - hypertension - diabetes - osteoporosis	Pat
PatAls	94063	Deletion 12q14	Syn
PatAls	94063	Osteopoikilosis - short stature - intellectual deficit	Pat
PatAls	94064	DIS	Syn
PatAls	94064	Deafness-infertility syndrome	Pat
PatAls	94065	Growth retardation - microcephaly - digital abnormalities - hypospadias	Pat
PatAls	94066	Intellectual deficit, severe - epilepsy - anal anomalies - distal phalangeal hypoplasia	Pat
PatAls	94068	Spondyloepiphyseal dysplasia, congenital type	Pat
PatAls	94075	Autoimmune enteropathy	Syn
PatAls	94075	Enteropathy, severe, immune-mediated	Pat
PatAls	94075	Immune-mediated protracted diarrhea of infancy	Syn
PatAls	94080	Paraganglioma, non secreting	Pat
PatAls	94083	Partington syndrome	Pat
PatAls	94083	Partington-Mulley syndrome	Syn
PatAls	94083	Intellectual deficit, X-linked - dystonia - dysarthria	Syn
PatAls	94084	Pachygyria - epilepsy - intellectual deficit - dysmorphism	Pat
PatAls	94084	Fryns-Aftimos syndrome	Syn
PatAls	94086	Drummond syndrome	Syn
PatAls	94086	Blue Diaper syndrome	Pat
PatAls	94086	Hypercalcemia, familial - nephrocalcinosis - indicanuria	Syn
PatAls	94087	CHP	Syn
PatAls	94087	Panniculitis, cytophagic histiocytic	Pat
PatAls	94087	Winkelmann's cytophagic panniculitis	Syn
PatAls	94088	Hereditary renal hypouricemia	Pat
PatAls	94089	Pseudohypoparathyroidism, type 1B	Pat
PatAls	94090	Pseudohypoparathyroidism, type 2	Pat
PatAls	94091	Mills syndrome	Pat
PatAls	94091	Amyotrophic lateral sclerosis, hemiplegic type	Syn
PatAls	94093	Neuroleptic malignant syndrome	Pat
PatAls	94095	Spondylocostal dysostosis - anal and genitourinary malformations	Pat
PatAls	94095	Casamassima-Morton-Nance syndrome	Syn
PatAls	94122	Cayman ataxia	Syn
PatAls	94122	Ataxia, cerebellar, Cayman type	Pat
PatAls	94124	SCAN1	Syn
PatAls	94124	Ataxia, spinocerebellar, with axonal neuropathy, type 1	Pat
PatAls	94125	MIRAS	Syn
PatAls	94125	Ataxia, mitochondrial recessive, syndrome	Pat
PatAls	94145	Ataxia, cerebellar, autosomal dominant, type 1	Pat
PatAls	94145	ADCA1	Syn
PatAls	94145	Cerebellar plus syndrome	Syn
PatAls	94147	SCA7	Syn
PatAls	94147	Cerebellar syndrome - pigmentary maculopathy	Syn
PatAls	94147	Ataxia, spinocerebellar, autosomal dominant, type 7	Pat
PatAls	94148	Ataxia, cerebellar, autosomal dominant, type 3	Pat
PatAls	94148	Pure cerebellar syndrome - mild pyramidal signs	Syn
PatAls	94148	ADCA3	Syn
PatAls	94150	Anonychia congenita totalis	Pat
PatAls	95157	Porphyria, acute hepatic	Pat
PatAls	95159	HEP	Syn
PatAls	95159	Hepatoerythropoietic porphyria	Pat
PatAls	95161	Porphyria, chronic hepatic	Pat
PatAls	95232	Lissencephaly due to LIS1 mutation	Pat
PatAls	95349	Congenital adrenal insufficiency due to adrenal hypoplasia	Pat
PatAls	95409	Adrenal insufficiency, acute	Pat
PatAls	95426	Chronic pain requiring intraspinal analgesia	Pat
PatAls	95427	Short bowel syndrome, secondary	Pat
PatAls	95427	Short bowel syndrome due to trauma	Syn
PatAls	95427	Short bowel syndrome due to volvulus	Syn
PatAls	95427	Short bowel syndrome due to thrombosis	Syn
PatAls	95427	Short bowel syndrome due to surgical resection	Syn
PatAls	95427	Short bowel syndrome due to necrotizing enterocolitis	Syn
PatAls	95427	Short bowel syndrome due to total or sub-total aganglionosis	Syn
PatAls	95428	CDG syndrome, type 2h	Syn
PatAls	95428	CDG syndrome, type IIh	Pat
PatAls	95429	Angioma serpiginosum, familial	Pat
PatAls	95430	Tracheomalacia, congenital	Pat
PatAls	95430	Major airway collapse, congenital	Syn
PatAls	95431	Feto-fetal transfusion syndrome	Syn
PatAls	95431	Twin to twin transfusion syndrome	Pat
PatAls	95432	PPA	Syn
PatAls	95432	Mesulam syndrome	Syn
PatAls	95432	Aphasia, primary progressive	Pat
PatAls	95433	Ataxia, cerebellar, autosomal recessive - blindness - deafness	Pat
PatAls	95434	Ataxia, cerebellar, autosomal recessive - saccadic intrusion	Pat
PatAls	95434	SCASI	Syn
PatAls	95443	Mesocardia	Pat
PatAls	95443	Midline heart	Syn
PatAls	95448	Aortic valve atresia	Pat
PatAls	95449	Aortic valve insufficiency, congenital	Pat
PatAls	95455	SJS-TEN	Syn
PatAls	95455	Toxic epidermal necrolysis	Pat
PatAls	95457	Tricuspid valve agenesis	Pat
PatAls	95457	Unguarded tricuspid orifice, congenital	Syn
PatAls	95458	Tricuspid valve prolapse	Pat
PatAls	95459	Tricuspid stenosis, congenital	Pat
PatAls	95461	Tricuspid valve, straddling or overriding	Pat
PatAls	95462	Tricuspid valve, accessory tissue	Pat
PatAls	95463	Tricuspid subvalvular apparatus, anomaly of the	Pat
PatAls	95464	Congenital mitral valve insufficiency and/or stenosis	Pat
PatAls	95465	Cleft mitral valve	Pat
PatAls	95474	Mitral valve, double orifice	Pat
PatAls	95483	Univentricular cardiopathy	Pat
PatAls	95484	Ascending aorta, aneurysm or dilation of	Pat
PatAls	95485	Arterial duct anomaly	Pat
PatAls	95485	Patent ductus arteriosus anomalies	Syn
PatAls	95486	Arterial duct, premature closure of the	Pat
PatAls	95486	Patent ductus arteriosus, premature closure of the	Syn
PatAls	95487	Arterial duct, atypical	Pat
PatAls	95487	Patent ductus arteriosus, atypical	Syn
PatAls	95488	Nonacquired pitutary hormone deficiency	Pat
PatAls	95489	Pulmonary branch defects	Pat
PatAls	95491	Coronary artery aneurysm, congenital	Pat
PatAls	95492	Non-acquired isolated growth hormone deficiency with associated malformations	Pat
PatAls	95493	Coronary artery, abnormal origin or aberrant course of	Pat
PatAls	95494	Hypopituitarism, familial	Syn
PatAls	95494	Combined pituitary hormone deficiencies, genetic forms	Pat
PatAls	95495	Nonacquired combined pituitary hormone deficiency with extra-pituitary malformations	Pat
PatAls	95496	Ectopic neurohypophysis	Pat
PatAls	95496	Pituitary stalk interruption (PSI), isolated	Syn
PatAls	95496	Ectopic neurohypophysis, without associated malformations	Syn
PatAls	95498	Superior caval vein (SVC), anomaly of, congenital	Pat
